Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
2636-OHFMN,Male,,Yes,3.0,,,Yes,1.0,70.0,Offer A,No,0.0,No,Yes,Cable,47.0,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,60.35,,49.23,0.0,0.0,4089.47
6557-BZXLQ,Male,71.0,,0.0,,2.0,No,0.0,1.0,Offer E,,15.28,No,Yes,,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,,,15.28,
0730-KOAVE,,,Yes,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752-GHJFU,Female,33.0,Yes,3.0,90621.0,5.0,Yes,10.0,,,Yes,17.75,No,Yes,Fiber Optic,53.0,No,No,Yes,No,Yes,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,,0.0,745.5,4620.9
0761-AETCS,Male,35.0,Yes,,90603.0,4.0,Yes,9.0,54.0,Offer B,Yes,49.9,,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,,Yes,Month-to-Month,No,Bank Withdrawal,109.55,6118.95,0.0,0.0,2694.6,8813.55
5644-PDMZC,Male,39.0,No,,90260.0,1.0,,0.0,12.0,Offer D,Yes,44.71,Yes,Yes,Cable,25.0,,No,No,No,Yes,,Yes,,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0.0,0.0,536.52,1684.62
3086-RUCRN,,,Yes,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929-ROART,Female,35.0,Yes,0.0,95526.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391-UBDAR,Male,,Yes,0.0,93710.0,3.0,Yes,1.0,19.0,Offer D,Yes,34.05,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,88.8,,0.0,0.0,,2319.3
1134-YWTYF,Female,25.0,Yes,0.0,94803.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624-EGDEQ,,,,,95315.0,3.0,No,0.0,1.0,Offer E,Yes,33.48,Yes,Yes,Cable,59.0,No,,No,No,No,,Yes,No,Month-to-Month,,Bank Withdrawal,60.15,60.15,0.0,20.0,,113.63
0841-NULXI,,28.0,Yes,,95713.0,3.0,Yes,1.0,71.0,Offer A,Yes,20.49,,No,None,0.0,No,No,No,No,No,No,No,,Two Year,,Credit Card,,1397.3,0.0,0.0,1454.79,2852.09
8812-ZRHFP,Male,24.0,,0.0,96126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108-GLPQB,Female,74.0,No,0.0,93514.0,,No,0.0,3.0,Offer E,Yes,41.44,No,,Fiber Optic,,No,No,Yes,,No,,No,No,One Year,No,Credit Card,75.05,,5.49,10.0,124.32,
7789-CRUVC,Male,50.0,No,1.0,,,,0.0,13.0,Offer D,Yes,30.19,No,Yes,DSL,17.0,No,No,No,No,Yes,,Yes,Yes,Month-to-Month,No,Credit Card,66.4,,0.0,,392.47,1224.22
5708-EVONK,Female,64.0,No,,95944.0,,No,0.0,,Offer C,No,0.0,No,Yes,Cable,6.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,,40.2,1478.85,,0.0,,1478.85
9073-ZZIAY,Female,33.0,No,0.0,,1.0,No,,18.0,None,Yes,34.21,Yes,Yes,Fiber Optic,19.0,No,No,No,Yes,,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,90.1,1612.75,48.26,0.0,615.78,2180.27
9589-ABEPT,Male,,No,0.0,95242.0,4.0,No,,,None,Yes,,No,,Cable,8.0,,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,357.6,0.0,0.0,65.28,422.88
7005-CCBKV,,,,,93666.0,3.0,Yes,1.0,46.0,None,Yes,45.92,No,No,None,0.0,,No,No,,No,No,No,No,Two Year,Yes,,20.2,917.45,0.0,0.0,2112.32,3029.7700000000004
1455-ESIQH,Male,60.0,,2.0,,3.0,Yes,5.0,39.0,None,Yes,13.8,,Yes,DSL,13.0,Yes,Yes,Yes,No,No,No,,No,One Year,No,Bank Withdrawal,59.8,2343.85,,140.0,538.2,
4580-TMHJU,,,,,94061.0,,No,0.0,25.0,None,Yes,21.67,No,Yes,DSL,48.0,Yes,,,Yes,Yes,Yes,Yes,Yes,Month-to-Month,,Credit Card,76.15,1992.95,0.0,0.0,541.75,2534.7
0696-UKTOX,Male,26.0,No,0.0,93215.0,5.0,No,0.0,17.0,Offer D,Yes,35.88,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.8,1207.0,0.0,0.0,,1816.96
4806-HIPDW,Male,31.0,No,0.0,90740.0,4.0,No,0.0,,None,Yes,,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1025.05,0.0,0.0,1142.96,
2478-EEWWM,Male,51.0,Yes,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7691-XVTZH,,,,,92067.0,4.0,,0.0,47.0,Offer B,,2.45,No,Yes,Fiber Optic,13.0,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,,4730.6,0.0,0.0,,4845.75
8286-AFUYI,,,,,90015.0,4.0,Yes,9.0,46.0,,Yes,12.68,No,No,None,0.0,,No,No,No,No,,No,No,Two Year,No,Credit Card,19.4,958.15,0.0,0.0,583.28,
7399-QHBJS,Female,58.0,No,0.0,94303.0,5.0,No,0.0,1.0,None,Yes,38.84,No,No,None,0.0,No,No,No,,No,,No,No,Month-to-Month,No,,19.95,19.95,0.0,0.0,,58.790000000000006
5066-GFJMM,,70.0,No,2.0,91106.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967-QIQRV,Female,,Yes,0.0,,3.0,No,,37.0,None,,37.49,Yes,Yes,Fiber Optic,29.0,No,No,Yes,,No,No,No,,Month-to-Month,Yes,Credit Card,78.95,,0.0,0.0,,4226.780000000001
7526-BEZQB,Female,24.0,No,0.0,95076.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527-PZFPV,Male,55.0,Yes,1.0,96136.0,4.0,,,20.0,None,Yes,3.87,,No,None,0.0,,No,,No,,No,No,No,,,Credit Card,20.05,400.0,0.0,0.0,77.4,477.4
2346-CZYIL,Female,,Yes,0.0,92408.0,3.0,Yes,2.0,10.0,None,,0.0,No,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0,0.0,0.0,525.5
3798-EPWRR,Female,57.0,No,0.0,92656.0,3.0,No,0.0,28.0,Offer C,Yes,11.32,No,Yes,DSL,11.0,,,No,,No,,No,Yes,,Yes,,,1654.7,0.0,0.0,316.96000000000004,1971.66
3346-BRMIS,Female,46.0,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466-WAESX,,33.0,No,0.0,93270.0,3.0,No,0.0,1.0,None,Yes,14.93,No,Yes,DSL,4.0,No,No,No,Yes,,No,,,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0.0,0.0,14.93,64.83
5656-MJEFC,,,,,90077.0,3.0,No,0.0,60.0,Offer B,Yes,42.88,Yes,Yes,Fiber Optic,52.0,,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,,89.9,,,0.0,2572.8,8023.5
3566-VVORZ,,,,,91710.0,4.0,No,0.0,9.0,None,Yes,4.02,No,No,None,0.0,No,No,No,No,No,No,,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0.0,0.0,36.17999999999999,
6161-ERDGD,Female,70.0,Yes,0.0,90028.0,4.0,Yes,3.0,67.0,None,,2.67,Yes,Yes,Fiber Optic,25.0,,Yes,,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,105.4,7035.6,0.0,0.0,178.89,7214.490000000001
5956-VKDTT,,,Yes,0.0,,3.0,Yes,3.0,58.0,Offer B,Yes,27.93,No,,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.55,1108.8,0.0,0.0,1619.94,2728.74
7279-NMVJC,Female,27.0,No,0.0,93604.0,5.0,No,0.0,,None,,12.39,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,,Credit Card,20.9,247.0,0.0,0.0,123.9,370.9
4713-LZDRV,Male,68.0,No,0.0,,1.0,,0.0,,None,Yes,40.93,No,Yes,DSL,2.0,No,No,No,No,No,No,No,,,Yes,Bank Withdrawal,45.05,770.6,0.0,0.0,695.81,1466.41
0795-XCCTE,,27.0,No,0.0,95838.0,1.0,,0.0,37.0,None,,30.72,,Yes,Fiber Optic,42.0,No,No,No,,,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,3475.55,,0.0,1136.64,
8779-YIQQA,,46.0,No,0.0,90002.0,3.0,No,0.0,34.0,None,Yes,17.09,No,Yes,DSL,,Yes,No,,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,1889.5,,0.0,,2470.56
8739-XNIKG,Female,23.0,,0.0,95713.0,5.0,Yes,,10.0,None,Yes,14.04,No,No,None,,,No,No,No,No,No,No,No,One Year,No,,20.1,184.4,0.0,0.0,140.39999999999998,324.79999999999995
8735-NBLWT,Male,63.0,Yes,0.0,95633.0,3.0,Yes,3.0,45.0,Offer B,Yes,30.8,No,Yes,Cable,3.0,Yes,,,Yes,Yes,Yes,Yes,,Two Year,Yes,Credit Card,84.35,3858.05,0.0,0.0,1386.0,5244.05
6870-ZWMNX,Male,52.0,Yes,,94586.0,,Yes,7.0,72.0,None,Yes,15.96,No,Yes,DSL,26.0,Yes,Yes,,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,68.4,,0.0,0.0,1149.12,6004.47
8984-EYLLL,Female,40.0,No,0.0,95765.0,3.0,No,0.0,72.0,None,Yes,12.63,Yes,Yes,,23.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.75,4265.0,0.0,,909.36,5174.36
3855-ONCAR,Female,47.0,No,,92551.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987-KQDDU,,,Yes,0.0,90704.0,1.0,Yes,6.0,25.0,Offer C,No,0.0,No,Yes,DSL,48.0,Yes,Yes,Yes,,,,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0.0,,1498.17
6933-VLYFX,Female,,No,0.0,95374.0,3.0,No,0.0,15.0,Offer D,Yes,,Yes,Yes,Fiber Optic,21.0,No,,No,,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,,1111.85,0.0,,642.4499999999999,1754.2999999999995
9933-QRGTX,Female,69.0,No,0.0,91737.0,,No,0.0,4.0,None,Yes,,Yes,Yes,Fiber Optic,4.0,No,,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0.0,51.44,423.89
4918-QLLIW,,43.0,Yes,0.0,95112.0,3.0,Yes,9.0,66.0,Offer A,Yes,,Yes,Yes,DSL,15.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,,4428.45,0.0,0.0,2488.86,6917.31
3266-FTKHB,Male,48.0,No,0.0,95358.0,3.0,,0.0,26.0,None,Yes,40.35,No,Yes,Fiber Optic,13.0,,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0.0,1049.1,3195.6000000000004
6416-TVAIH,,,,,93727.0,3.0,Yes,1.0,50.0,,Yes,31.83,No,Yes,,47.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,75.5,4025.6,,,1591.5,5717.1
0921-OHLVP,,57.0,Yes,3.0,93703.0,5.0,Yes,8.0,68.0,None,Yes,7.47,Yes,Yes,DSL,29.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,5333.35,0.0,0.0,507.96,5841.31
4778-IZARL,Male,,No,0.0,,1.0,No,0.0,2.0,,,39.03,No,Yes,Fiber Optic,30.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.25,144.55,0.0,10.0,78.06,232.61
8590-YFFQO,,80.0,No,0.0,90250.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952-WCVCD,Female,55.0,Yes,,96007.0,2.0,Yes,,,,,17.08,No,Yes,Fiber Optic,10.0,,No,No,No,No,No,No,,Month-to-Month,No,Bank Withdrawal,69.95,330.15,0.0,0.0,85.39999999999999,415.55
6214-EDAKZ,Female,78.0,Yes,0.0,95355.0,3.0,Yes,1.0,11.0,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0.0,14.08,1145.28
2178-PMGCJ,Female,42.0,Yes,0.0,,,Yes,10.0,26.0,Offer C,Yes,1.75,No,No,None,0.0,No,No,No,No,No,No,No,,One Year,No,Credit Card,19.2,459.6,0.0,0.0,45.5,505.1
6988-CJEYV,Female,49.0,No,0.0,,1.0,No,0.0,12.0,,Yes,16.07,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,,99.7,1238.45,0.0,0.0,192.84,
0123-CRBRT,Female,78.0,Yes,0.0,96048.0,5.0,Yes,,68.0,None,Yes,,No,Yes,,,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.65,3975.9,0.0,0.0,,6733.299999999999
5527-ACHSO,Male,,No,0.0,94541.0,3.0,No,0.0,7.0,None,Yes,9.14,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,,112.3,0.0,0.0,63.98,
5153-LXKDT,Female,,No,0.0,94924.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0655-YDGFJ,Female,45.0,Yes,1.0,91945.0,4.0,Yes,5.0,69.0,Offer A,Yes,46.45,Yes,Yes,Fiber Optic,26.0,No,,Yes,Yes,Yes,Yes,Yes,No,,,Bank Withdrawal,,,0.0,100.0,3205.05,10798.1
1902-XBTFB,Male,37.0,No,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202-CUYXZ,Male,19.0,No,0.0,92253.0,,No,0.0,1.0,None,Yes,24.66,Yes,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,,50.75,50.75,0.0,0.0,24.66,75.41
0248-PGHBZ,Female,19.0,Yes,1.0,90049.0,3.0,Yes,7.0,69.0,None,No,0.0,No,Yes,DSL,,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.95,2960.1,0.0,0.0,0.0,
3649-JPUGY,Female,,Yes,0.0,92377.0,1.0,No,0.0,1.0,None,Yes,21.91,No,,Fiber Optic,8.0,No,Yes,No,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0.0,21.91,
6458-CYIDZ,Male,28.0,Yes,2.0,,3.0,Yes,9.0,,None,Yes,42.74,Yes,Yes,Fiber Optic,52.0,No,Yes,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,,0.0,0.0,1453.16,4863.16
1269-FOYWN,Female,28.0,Yes,2.0,94576.0,1.0,Yes,1.0,35.0,None,Yes,,Yes,Yes,DSL,82.0,Yes,,Yes,Yes,,No,No,,Month-to-Month,No,Bank Withdrawal,,2568.55,0.0,0.0,884.4499999999999,3453.0
8441-SHIPE,Female,37.0,No,0.0,94619.0,4.0,No,0.0,46.0,None,,43.27,Yes,,Fiber Optic,21.0,,Yes,No,No,No,,No,No,,,Credit Card,,3847.6,,100.0,1990.42,5938.02
0114-IGABW,Female,80.0,,0.0,91342.0,4.0,No,0.0,45.0,None,Yes,,No,Yes,Fiber Optic,20.0,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,,3778.1,0.0,50.0,,4014.4
6168-YBYNP,Female,24.0,Yes,0.0,95445.0,4.0,Yes,7.0,72.0,Offer A,Yes,20.54,No,Yes,,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.1,,0.0,0.0,1478.88,7634.28
2888-ADFAO,Female,46.0,Yes,0.0,93641.0,,Yes,7.0,65.0,None,Yes,10.23,No,Yes,Cable,,No,No,No,Yes,Yes,,No,Yes,Two Year,Yes,Credit Card,59.8,3808.2,0.0,0.0,664.95,4473.15
8316-BBQAY,Female,64.0,Yes,0.0,,4.0,Yes,1.0,37.0,None,,,Yes,Yes,DSL,,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,68.1,2479.25,,0.0,1123.32,
0428-AXXLJ,Male,27.0,No,0.0,94972.0,3.0,No,0.0,,Offer A,Yes,4.32,Yes,,Fiber Optic,73.0,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,114.3,7383.7,0.0,0.0,,7668.82
7586-ZATGZ,,,,,,5.0,Yes,,15.0,None,Yes,18.6,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,,140.0,279.0,1958.8
1624-WOIWJ,Female,19.0,No,0.0,95321.0,3.0,No,0.0,4.0,,No,0.0,No,,Cable,30.0,Yes,No,Yes,,No,Yes,,No,Month-to-Month,No,Mailed Check,48.25,202.25,0.0,,0.0,212.25
7163-OCEQI,Male,57.0,Yes,3.0,95558.0,3.0,Yes,,71.0,Offer A,Yes,31.33,Yes,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,,6457.15,0.0,,2224.43,8681.58
6121-TNHBO,Male,,Yes,0.0,90745.0,,,6.0,65.0,None,Yes,,No,Yes,Fiber Optic,20.0,No,No,No,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,4555.2,,0.0,1864.2,6411.969999999999
0516-WJVXC,,,,,,,Yes,2.0,1.0,None,Yes,34.28,No,No,None,0.0,No,No,No,No,No,No,No,,Month-to-Month,No,Credit Card,19.7,,0.0,0.0,,
3814-MLAXC,,21.0,No,0.0,,5.0,No,0.0,4.0,None,Yes,8.38,No,No,,0.0,No,No,,,No,No,No,No,Month-to-Month,No,,19.0,73.45,0.0,0.0,33.52,106.97
8741-LQOBK,,,,,96057.0,5.0,Yes,7.0,26.0,None,Yes,23.31,No,Yes,DSL,20.0,,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,73.05,1959.5,47.59,,606.06,2567.9700000000003
6393-WRYZE,,,,,,5.0,,10.0,10.0,Offer D,Yes,,Yes,No,None,,No,No,No,,No,No,No,No,,No,Credit Card,26.1,225.55,0.0,0.0,185.7,411.25
2957-LOLHO,Female,67.0,Yes,,91384.0,3.0,Yes,1.0,50.0,Offer B,Yes,31.56,Yes,,Fiber Optic,4.0,,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,,0.0,50.0,1578.0,6516.7
3870-MQAMG,,73.0,,0.0,95037.0,1.0,Yes,1.0,29.0,None,Yes,6.25,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,Yes,No,Yes,,Yes,,94.45,2653.65,0.0,,181.25,2834.9
4818-DRBQT,Male,69.0,,0.0,95305.0,3.0,No,0.0,6.0,Offer E,,19.74,No,,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,0.0,118.44,394.94
3815-SLMEF,Female,55.0,Yes,,,4.0,,9.0,,Offer B,Yes,,Yes,No,,0.0,No,,No,No,No,No,No,No,,Yes,Bank Withdrawal,24.45,1066.15,0.0,0.0,,
3678-MNGZX,Male,49.0,,0.0,92008.0,,No,,71.0,None,Yes,22.22,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0.0,1577.62,2890.54
0983-TATYJ,Female,68.0,,0.0,,,,0.0,1.0,None,Yes,,Yes,Yes,,,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,85.05,,0.0,16.37,101.42
6121-VZNQB,Female,57.0,Yes,2.0,,,Yes,,62.0,None,Yes,2.41,No,No,None,0.0,,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1296.15,0.0,0.0,149.42000000000002,1445.5700000000002
6980-CDGFC,Male,34.0,Yes,0.0,96133.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685-WHQPW,Female,,Yes,,92021.0,4.0,Yes,3.0,72.0,None,No,0.0,No,,DSL,,No,Yes,Yes,,Yes,,Yes,Yes,Two Year,Yes,Bank Withdrawal,,4264.0,25.67,0.0,0.0,4238.33
4549-ZDQYY,Male,22.0,No,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516-VQRRV,Male,33.0,Yes,3.0,92027.0,3.0,,8.0,17.0,Offer D,Yes,,Yes,No,,,No,No,No,,,No,,No,Two Year,Yes,Credit Card,25.15,412.6,0.0,0.0,769.08,1181.68
7994-UYIVZ,Female,61.0,No,,94580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764-MNMOI,Female,43.0,Yes,5.0,92626.0,3.0,Yes,10.0,72.0,None,Yes,26.32,,,Fiber Optic,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,8248.5,,0.0,1895.04,10143.54
9058-HRZSV,,,,,91733.0,3.0,Yes,1.0,14.0,None,Yes,9.13,Yes,Yes,Fiber Optic,12.0,No,No,No,,Yes,No,No,Yes,Month-to-Month,Yes,,91.65,1301.0,0.0,0.0,127.82,1428.82
7074-IEVOJ,,,No,0.0,91208.0,3.0,No,0.0,66.0,Offer A,Yes,,Yes,Yes,Fiber Optic,26.0,,Yes,Yes,Yes,Yes,,,Yes,One Year,Yes,Bank Withdrawal,104.55,6779.05,,0.0,1081.74,
4013-GUXND,,,,,95948.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039-LZRQT,Male,71.0,No,0.0,90037.0,3.0,No,,,Offer E,Yes,11.89,No,Yes,DSL,12.0,No,No,No,No,No,,No,Yes,,,Bank Withdrawal,45.25,45.25,0.0,,11.89,57.14
0129-KPTWJ,,62.0,Yes,0.0,,,Yes,4.0,29.0,None,Yes,39.5,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,No,No,,No,Month-to-Month,Yes,,85.8,2440.25,0.0,150.0,1145.5,3735.75
3746-EUBYR,Female,36.0,Yes,2.0,95471.0,,Yes,,68.0,None,Yes,25.16,Yes,Yes,Cable,26.0,,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560.0,0.0,0.0,1710.88,7270.88
2359-KLTEK,Female,30.0,,0.0,95458.0,3.0,Yes,2.0,71.0,None,Yes,22.33,Yes,Yes,Cable,71.0,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,,6310.9,0.0,0.0,1585.4299999999998,7896.33
8990-ZXLSU,Female,27.0,Yes,0.0,93452.0,,Yes,,,Offer A,Yes,7.29,Yes,Yes,Fiber Optic,53.0,Yes,No,No,,No,No,No,No,,No,,79.05,5730.7,0.0,,524.88,6335.58
3120-FAZKD,Male,22.0,Yes,3.0,95118.0,3.0,Yes,4.0,72.0,None,Yes,8.33,Yes,Yes,,59.0,Yes,,Yes,No,Yes,,Yes,,Two Year,Yes,Bank Withdrawal,105.55,,0.0,10.0,,
8821-XNHVZ,Female,58.0,Yes,0.0,,4.0,Yes,4.0,52.0,None,No,0.0,No,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,0.0,0.0,0.0,1958.95
1354-YZFNB,Female,39.0,No,0.0,,,No,0.0,18.0,Offer D,Yes,8.95,No,No,None,0.0,No,No,No,No,No,No,No,,One Year,No,Bank Withdrawal,,390.85,0.0,0.0,161.1,551.95
7435-ZNUYY,Male,27.0,No,0.0,95456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612-PHGOX,Female,75.0,,,95551.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741-WTPON,Male,36.0,Yes,0.0,96031.0,,Yes,10.0,41.0,Offer B,Yes,39.39,Yes,Yes,Fiber Optic,3.0,No,Yes,,No,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,3439.0,2.18,,1614.99,5051.81
6985-HAYWX,,,,,93230.0,5.0,No,0.0,57.0,None,Yes,30.77,Yes,Yes,Fiber Optic,10.0,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,90.45,5229.8,0.0,,1753.89,7053.6900000000005
8999-BOHSE,,51.0,,0.0,95232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982-XMDEX,Female,,Yes,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228-OMTPN,Male,48.0,No,2.0,94606.0,,No,0.0,66.0,Offer A,Yes,12.48,No,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.5,5196.1,0.0,0.0,,6019.780000000001
9253-VIFJQ,,61.0,No,3.0,92316.0,3.0,No,0.0,10.0,Offer D,Yes,,Yes,No,None,0.0,No,No,No,No,No,No,,,Month-to-Month,No,Credit Card,,223.9,0.0,0.0,344.7,
6711-FLDFB,Female,51.0,No,0.0,90732.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-DVVSW,,74.0,Yes,0.0,94519.0,2.0,Yes,7.0,,Offer B,Yes,8.75,Yes,Yes,Fiber Optic,13.0,Yes,,Yes,,Yes,Yes,,Yes,One Year,Yes,,109.55,4830.25,,0.0,376.25,5206.5
7480-SPLEF,Female,19.0,No,0.0,93455.0,4.0,No,,30.0,,,13.16,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,,One Year,No,Credit Card,110.45,3327.05,0.0,0.0,394.8,3721.85
7129-AZJDE,Male,47.0,Yes,3.0,,4.0,Yes,2.0,,Offer B,Yes,39.48,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.85,1071.6,,0.0,2052.96,3124.56
4829-ZLJTK,Male,61.0,Yes,0.0,92258.0,2.0,Yes,1.0,7.0,None,Yes,5.13,No,,,4.0,No,No,Yes,,,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0.0,0.0,35.91,
1767-TGTKO,Female,63.0,No,0.0,95669.0,3.0,No,0.0,1.0,,Yes,48.31,No,Yes,Cable,22.0,No,No,No,No,No,,No,Yes,Month-to-Month,Yes,Mailed Check,44.45,,,0.0,48.31,92.76
7677-SJJJK,,,,,95403.0,,,0.0,1.0,None,Yes,39.61,No,No,None,0.0,No,No,,No,No,No,No,,,No,Mailed Check,,,0.0,0.0,39.61,60.06
